,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,На чем спортсмены соревнуются в спидвее?,Мотоцикл,Автомобиль,Яхта,Велосипед
1,"За чем послала жена мужа в мультфильме ""Падал прошлогодний снег""?",За ёлкой,За пивом,За водой,За спичками
2,"Что обозначает буква ""S"" в наименовании SIM-карты?",Абонент,Единый,Связь,Стандарт
3,У какой жидкости в автомобиле есть октановое число?,бензин,тормозная жидкость,масло,тосол
4,"«Теория естественного отбора учит, что в борьбе побеждает наиболее приспособленный. Это не значит: ни лучший, ни сильнейший, ни совершеннейший, — только приспособленный». Кто автор этих слов?",Лев Троцкий,Жан Батист Ламарк,Чарлз Дарвин,Николай Вавилов
5,Кто из поэтов посвятил цикл своих сонетов Крыму?,А. Мицкевич,А. Пушкин,И. Сельвинский,В. Брюсов
6,Какой из этих лекарственных препаратов относится к наркотическим?,Омнопон,Пирацетам,Дротаверин,Нимесулид
7,Кто из перечисленных теннисистов не выигрывал турниров Большого шлема?,Николай Давыденко,Светлана Кузнецова,Евгений Кафельников,Анастасия Мыскина
8,"В каком городе находятся штаб-квартиры компаний ""Adidas"" и ""Puma""?",Херцогенаурах,Бамберг,Вюрцбург,Мюнхен
9,В каком подмосковном городе снимались производственные сцены фильма «Москва слезам не верит»?,Клин,Серпухов,Орехово-Зуево,Воскресенск
