,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой персонаж из мультфильма носит брюки-клёш?,"Волк из ""Ну, погоди!""",Буратино,Карлсон,Крокодил Гена
1,"Кем был каждый из жителей страны, где побывал Джельсомино?",Лжец,Врун,Враль,Лгун
2,"Какую область баскетбольной площадки часто называют ""краской""?",Трехсекундная зона,Трехочковая зона,Центральный круг,Боковые линии
3,"Какому выражению соответствует по смыслу фразеологический оборот ""ни дать, ни взять""?",Точь-в-точь,Кое-как,Ну и ну,Как бы не так
4,"Сколько дней в году выходит в эфир информационная программа ""Время""?",363 дня - кроме 31 декабря и 1 января,364 дня - кроме 31 декабря,"362 дня - кроме 31 декабря, 8 марта, 9 мая",365 дней - каждый день
5,Какой живописец озаглавил свои мемуары «Дневник одного гения»?,Сальвадор Дали,Марк Шагал,Пабло Пикассо,Казимир Малевич
6,Кто из физиков создал свою температурную шкалу позже остальных?,Кельвин,Фаренгейт,Цельсий,Реомюр
7,В какой из этих стран самый длинный день в году — 21 декабря?,Фиджи,Исландия,Филиппины,Ямайка
8,"Кого сыграла Ингеборга Дапкунайте в комедийном сериале Григория Константинопольского ""Пьяная фирма""?",Майкла Джексона,Пола Маккартни,Уитни Хьюстон,Мадонну
9,Кто из этих членов ЦК Политбюро ВКП(б) не стал голосовать за разрешение писателю Александру Куприну вернуться на родину в 1936 году?,Климент Ворошилов,Вячеслав Молотов,Андрей Андреев,Иосиф Сталин
