,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как в футболе называют удар, когда мяч по огибающей залетает в ворота?",Сухой лист,Мокрый лист,Желтый лист,Опавший лист
1,"Кто изображен на фотокарточке из стихотворения Булата Окуджавы — ""... две косички, строгий взгляд""?",Комсомольская богиня,Октябрятский чертенок,Партийный сатир,Пионерская нимфа
2,Название какой страны в переводе означает «нижние земли»?,Нидерланды,Финляндия,Исландия,Ирландия
3,"Сколько рисунков, как правило, нужно нарисовать для одной секунды мультфильма?",24,13,36,52
4,Как назывался землевладелец в Древней Греции?,Геомор,Арат,Феодал,Эвпатрид
5,"Как звали сына царя Спарты, друга бога Аполлона, превратившегося в цветок?",Гиацинт,Гладиолус,Нарцисс,Ирис
6,Какая хроника Шекспира описывает события войны Алой и Белой роз?,Ричард III,Генрих V,Ричард II,Генрих VI
7,К изобретению чего Джозефину Кокрейн подтолкнула разбитая служанкой чашка из фамильного сервиза?,посудомоечной машины,пластиковых стаканчиков,детской игрушки мозаики,суперклея
8,Какой из этих православных праздников не относится к двунадесятым?,Пасха,Успение Богородицы,Сретение Господне,Рождество Христово
9,Кто из этих биологов был пионером социобиологии?,Эдвард Осборн Уилсон,Джейн Гудолл,Эрнст Майр,Стивен Гулд
