,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое определение дают отъявленному негодяю или злодею?,прожжённый,продымлённый,просмолённый,прокуренный
1,Что танцуют на конкурсе герои Турман и Траволты в фильме «Криминальное чтиво»?,твист,чарльстон,танго,рок-н-ролл
2,Что может происходить в холодильных установках?,Барботаж,Мурмурация,Флотация,Абордаж
3,"Как называли древние греки нимф рек, ручьёв и озёр?",Наяды,Дриады,Ореады,Нереиды
4,Каким титулом был пожалован князь В. М. Долгоруков за победы в ходе Русско-турецкой войны (1768-1774 годов)?,Крымский,Перекопский,Гёзлевский,Кафский
5,"Как зовут кота в рассказе Эдгара По ""Чёрный кот""?",Плутон,Юпитер,Сатурн,Нептун
6,В каком произведении Агаты Кристи впервые появляется Эркюль Пуаро?,"""Загадочное происшествие в Стайлзе""","""Загадка Эндхауза""","""Убийство на поле для гольфа""","""Убийство Роджера Экройда"""
7,Какой цвет пчёлы не различают?,Красный,Зелёный,Жёлтый,Фиолетовый
8,"Какой выдающийся гольфист по прозвищу Золотой Медведь выиграл 18 мейджоров за карьеру — больше, чем кто бы то ни было?",Джек Никлаус,Ник Фалдо,Северьяно Бальестерос,Виджай Сингх
9,"В каком клипе группы ""Ноль"" снялась Ирина Левшакова (Линник), которую называли «музой ленинградского рок-клуба»?",«Песня о настоящем индейце»,«Иду. Курю»,"«Болты, вперёд!»",«Человек и Кошка»
