,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется место, где проходят съёмки телепередачи «Что? Где? Когда?»?",Нескучный сад,Прикольный парк,Занятная оранжерея,Весёлый огород
1,Сколько колонн у Большого театра?,8,7,9,6
2,Какая из этих стран не воевала с СССР во время Второй Мировой войны?,Греция,Финляндия,Болгария,Венгрия
3,Кто занимал должность министра пропаганды в гитлеровской Германии?,Геббельс,Шпеер,Геринг,Гиммлер
4,Чем закончилась гражданская война в Испании 1936–1939 гг?,Победой националистов,Независимостью Страны Басков,Война прекратилась из-за вторжения фашистской Германии,Победой Второй Испанской Республики
5,Какой из этих динозавров был плотоядным?,Цератозавр,Бронтозавр,Игуанодон,Трицератопс
6,"В каком городе находится аэропорт Хартсфилд-Джексон, самый загруженный аэропорт в мире? ",Атланта,Чикаго,Детройт,Лос-Анджелес
7,Что начертал на поверхности Луны командир «Аполлона-17» Юджин Сернан?,инициалы дочери,слова гимна США,формулу скорости света,имя президента Никсона
8,К какому отряду птиц относится иволга?,Воробьиных,Голубеобразных,Ржанкообразных,Кукушкообразных
9,"Какую часть великого ""Реквием"" ре минор Моцарт успел закончить при жизни?",Requiem aeternam,Offertorium,Sanktus,Sequens
