,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что выражает слово окей?,Согласие,Угрозу,Неодобрение,Недоверие
1,Кому принадлежит фраза: «Империализм — высшая стадия капитализма»?,Ленину,Хаммурапи,Сталину,Жириновскому
2,В каком году праздновали 100-летие со дня рождения А. С. Пушкина?,1899,1887,1889,1879
3,В каком из этих фильмов главный герой - автогонщик?,"""Мужчина и женщина""","""Бонни и Клайд""","""Джинджер и Фред""","""Фанни и Александр"""
4,При каком правителе территория Византии достигла максимальной площади?,Юстиниан I,Константин III,Лев I,Юлиан Отступник
5,Какой всемирно известный храм в наши дни является музеем?,Собор Святой Софии,Храм Святого Семейства,Масджид аль-Харам ,Собор Святого Петра
6,"Кто был режиссером кинофильма ""Чайковский"", который был номинирован в 1971 году на премию ""Оскар""?",Игорь Таланкин,Виктор Трегубович,Владимир Роговой,Станислав Ростоцкий
7,В каком городе состоялся первый матч хоккейной суперсерии Канада-СССР 1972 года?,Монреаль,Оттава,Ванкувер,Торонто
8,"Название какого африканского государства происходит от португальского слова, означающего «креветки»?",Камерун,Мозамбик,Габон,Замбия
9,Кто из этих Римских пап был первый германского происхождения?,Григорий V,Сергий IV,Бенедикт VIII,Иоанн XV
