,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что из этого не помогало героине сказки «Алиса в стране чудес» изменять свои размеры?,Кальян,Напиток,Гриб,Пирожок
1,Что раньше использовали для промокания чернил на бумаге?,Пресс-папье,Пресс-бюро,Пресс-центр,Папье-маше
2,Как зовут подружку Микки Мауса?,Минни,Гуфи,Винни,Дейзи
3,Какой сборной в 1950 году ФИФА не позволила играть на чемпионате мира босиком?,Индия,Гамбия,Буркина-Фасо,Ямайка
4,Где находится известный театр Метрополитэн-опера?,Нью-Йорк,Вашингтон,Филадельфия,Сан-Франциско
5,Какая частица может беспрепятственно пролететь сквозь планету?,Нейтрино,Пи-мезон,Гамма-квант,Фотон
6,Какая звезда является ближайшей к Земле после Солнца?,Проксима Центавра,Ригель,Бетельгейзе,Денеб
7,Какой из перечисленных тезисов не входил в пять принципов «панча шила» индийско-китайского соглашения 1954 года?,Совместный контроль приграничных территорий,Равенство и взаимная выгода,Взаимное уважение территориальной целостности и суверенитета,Невмешательство во внутренние дела
8,"Как называлось свободное население Древней Греции, обладавшее гражданскими правами?",Демос,Демиурги,Периэки,Метеки
9,Какая из этих башен Московского Кремля имеет круглое сечение?,Беклемишевская,Троицкая,Тайницкая,Благовещенская
