,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Пьесу с каким названием написал У. Шекспир?,«Король Лир»,«Правитель Франков»,«Царь копеек»,«Властелин Долларов»
1,Здание с каким названием является одной из главных достопримечательностей Риги?,Дом Черноголовых,Башня Краснокожих,Таверна Синезубых,Церковь Белобородых
2,Чего не делают герои фильма «Ла-Ла Ленд»?,не показывают фокусы,не играют на фортепьяно,не танцуют,не поют
3,"Какое чудовище послал Посейдон, чтобы убить Андромеду?",Кит,Кракен,Левиафан,Тифон
4,"Кого поблагодарил М. Булгаков в рассказе ""Воспоминание"" за помощь в решении очень важного для него ""квартирного вопроса""?",Н. К. Крупскую,Я. М. Свердлова,В. И. Ленина,М. И. Калинина
5,"Как звали предводителя галлов, воевавшего против Юлия Цезаря?",Верценгеториг,Аларих,Бренн,Преторикс
6,Какой король потерпел поражение в русско-шведской войне (1788-1790 гг.)?,Густав III,Фредрик I,Карл XIII,Эрик XIV
7,"О чём говорил Джек Лондон в одной из своих публикаций: ""... писать тяжелее всего, легче всего продать, лучше всего оплачивается""?",Юмор,Детектив,Рекламу,Правду
8,Кем был Фукидид?,историком,скульптором,вазописцем,оратором
9,В составе какого из этих органических субстратов имеется хитин и шелкоподобные белки?,Перламутр,Амбра,Коралл,Пурпур
