,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой псевдоним взяла себе певица Наташа Ионова?,Глюкоза,Сахароза,Сахарозаменительница,Лактоза
1,"Какое выражение вошло в обиход благодаря ушлым одесским купцам, выдававшим обыкновенную воду за воду из источников?",Не фонтан,Не факт,Не комильфо,Не фунт изюму
2,Где можно найти акселератор?,в автомобиле,в стиральной машине,в кабинете окулиста,в спиннинге
3,Какое письмо взяли за основу Кирилл и Мефодий при создании кириллицы?,Греческое,Финикийское,Арабское,Латинское
4,Кто был сражен Вострым мечом?,Бармаглот,Снарк,Гнар,Ренектон
5,"Кому принадлежит афоризм: ""Безграмотные вынуждены диктовать""?",С. Е. Лец,А. Толстой,А. Т. Аверченко,Я. Корчак
6,Какому событию император Священной Римской империи Карл V дал такую оценку: «Ни одна битва не была проиграна так достойно»?,Капитуляция госпитальеров на Родосе,Поражение французов при Павии,Падение Константинополя,Падение Трои
7,Какой из игроков в регби относится к защитникам?,Левый крыльевой трехчетвертной,Отыгрывающий (хукер),Закрытый фланкер,Стягивающий
8,"Кто во второй половине XIX века фактически перестроил Париж, проложив, в частности, знаменитые бульвары?",Жорж Эжен Осман,Андре Ленотр,Франсуа Мансар,Шарль-Эдуар Ле Корбюзье
9,Что получила в подарок во время своего пребывания в Советском Союзе в 1965 году Астрид Линдгрен?,Собственную книгу о Малыше и Карлсоне на русском языке,"Чулок, символично стилизованный под СССР",Сценарий будущего мультфильма по её книге,Традиционное шведское блюдо — квашеную салаку
