,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется один из сортов газированной воды?,крем-сода,крем-мыло,крем-пудра,крем-брюле
1,"Что имеет ввиду врач, когда говорит о летальном исходе болезни?",Смерть больного,Переход болезни в хроническое состояние,Выздоровление больного,Временное улучшение состояния больного
2,Какое «звание» было у медведя Топтыгина в стихотворении Николая Алексеевича Некрасова?,генерал,маршал,полковник,майор
3,Как звали доктора Ватсона?,Джон,Том,Вильям,Джек
4,Какой самый распространенный элемент в земной коре?,Кислород,Алюминий,Водород,Кремний
5,Какой российский император заслужил прозвище Палкин?,Николай I,Александр I,Николай II,Павел I
6,Какая денежная единица у государства Западное Самоа?,Тала,Кина,Вату,Паанга
7,Сколько струн у контрабаса?,4,7,3,6
8,"Кто автор исторического романа ""Княжна Тараканова""?",Г. П. Данилевский,И. И. Лажечников,М. Н. Загоскин,А. Ф. Вельтман
9,"Каково местоположение Пирамиды Джосера, построенной Имхотепом?",Саккара,Абусир,Дахшур,Элефантина
