,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто или что названо «красавицей народною» в песне письмоносицы Стрелки из комедии Александрова?,Река Волга,Новогодняя елка,Екатерина Фурцева,Город Москва
1,Какой новеллы не было в кинокомедии «Операция „Ы“…»?,«Самогонщики»,«Напарник»,«Операция «Ы»»,«Наваждение»
2,Из какой муки пекут просфору?,Из пшеничной,Из гречневой,Из рисовой,Из ржаной
3,"Что такое Герника, запечатлённая на картине Пабло Пикассо?",город,женское имя,растение,звезда
4,Что в переводе Бориса Заходера было написано на табличке на доме Винни-Пуха?,Мистер Сандерс,Мистер Паддингтон,Мистер Виннерс,Мистер Браун
5,В каком фильме принцесса влюбилась в журналиста?,«Римские каникулы»,«Мужчина и женщина»,«Сабрина»,«В джазе только девушки»
6,Какая из наук не входила в число 7 свободных искусств в средние века?,Медицина,Грамматика,Музыка,Астрономия
7,"Кто является режиссёром клипа на песню ""Аэробика"" группы ""Алиса"" — первого официального клипа этой группы, снятого профессионально?",Константин Эрнст,Иван Дыховичный,Алексей Балабанов,Иван Демидов
8,Когда произошел первый раздел Речи Посполитой?,1772,1774,1782,1794
9,Брат какого знаменитого художника был архиепископом Армянской апостольской церкви?,И. К. Айвазовского,А. И. Куинджи,М. А. Врубеля,В. В. Кандинского
