,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое из перечисленных определений не является названием породы собак?,Шустрая,Борзая,Легавая,Гончая
1,Кто не встретился на жизненном пути Остапа Бендера?,Мамаша Кураж,Знойная женщина — мечта поэта,Отец русской демократии,Сын лейтенанта Шмидта
2,Кто из этих людей не итальянец?,Алекс Фергюсон,Лучано Спаллетти,Доменико Кришито,Дженнаро Гаттузо
3,На флаге какого государства есть изображение Солнца?,Аргентина,Мальта,Австралия,Мальдивы
4,К каким правоотношениям относится правоотношение купли-продажи?,гражданско-правовым,уголовно-правовым,конституционным,административным
5,"Как называется школа фигурного катания, открытая Ильёй Авербухом в Москве?",Путь к успеху,Путь к славе,Путь звезды,Путь к победе
6,Для какого рода войск готовила высший военный состав академия имени Дзержинского?,Ракетных войск,Химической защиты,Погранвойск,Госбезопасности
7,Какую оперу поставил на сцене лондонского Ковент-Гардена Андрей Тарковский?,Борис Годунов,Иван Сусанин,Евгений Онегин,Пиковая дама
8,Какой военной медали СССР не существует?,"""За освобождение Бухареста""","""За освобождение Белграда""","""За освобождение Варшавы""","""За освобождение Праги"""
9,Какой из этих языков Индии индоевропейский?,догри,манипури,сантали,телугу
