,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Песня с каким названием есть в репертуаре Софии Ротару?,«Хуторянка»,«Дачница»,«Фермерша»,«Огородница»
1,Как звали дочь Генерального секретаря ЦК КПСС Леонида Ильича Брежнева?,Галина,Людмила,Виктория,Светлана
2,Дочь какого маршала авиации стала космонавтом?,Е. Савицкого,А. Покрышкина,К. Вершинина,И. Кожедуба
3,Какие горы разделяют Францию и Испанию?,Пиренеи,Альпы,Апеннины,Кордильеры
4,Представитель какой страны сменил индийца Вишванатана Ананда на шахматном троне?,Норвегия,ЮАР,Англия,Германия
5,Какой футбольный клуб имеет максимальную сумму очков по результатам всех чемпионатов СССР?,Спартак (М),Динамо (М),Динамо (К),Динамо (Тб)
6,Как называется валюта Острова Святой Елены?,Фунт Святой Елены,Фунт стерлингов,Евро,Доллар США
7,Что из этого не является государственным языком Сингапура?,хинди,малайский,английский,тамильский
8,"Кто ввёл в употребление термин ""бактерии""?",Христиан Эренберг,Сергей Виноградский,Роберт Кох,Луи Пастер
9,Какая из этих аминокислот содержит серу?,Цистеин,Пролин,Тирозин,Аргинин
