,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая буква двадцать девятая по счету в русском алфавите?,Ы,Ь,Э,Ъ
1,Какую букву русского алфавита называют оборотной?,Э,Я,Й,Ы
2,Какое максимальное количество ферзей теоретически может быть на доске в шахматной партии?,18,2,12,9
3,Как называется столица Эстонии?,Таллин,Каунас,Вильнюс,Рига
4,"В каком российском городе, начиная с 1994 года, можно посетить Музей Мирового океана?",Калининград,Владивосток,Новороссийск,Мурманск
5,Кто из фельдмаршалов вермахта получил прозвище «Лис пустыни» за ведение боевых действий в Северной Африке?,Э. Роммель,В. Модель,Ф. Шернер,Г. Рундштедт
6,Какой из этих китов является зубатым?,Нарвал,Сейвал,Гренландский кит,Горбатый кит
7,Какой предмет помог вернуть в мир японскую богиню-солнце Аматэрасу?,Зеркало,Гребень,Браслет,Ожерелье
8,Какая из этих битв древнеримского государства состоялась позднее?,При Адрианополе,При Акциуме,При Каннах,При Фарсале
9,Какая из этих звезд к нам ближе?,Сириус,Спика,Альтаир,Денеб
