,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,На какой праздник пришёл волк к псу из мультфильма «Жил-был пёс»?,На свадьбу,На масленицу,На крестины,На рождество
1,У какого из этих музыкальных инструментов больше струн?,Гитара,Скрипка,Контрабас,Виолончель
2,Какой газ НЕ имеет вкуса и запаха?,Азот,Хлор,Озон,Фтор
3,Какая птица дала название русскому женскому головному убору кокошнику?,курица,утка,индюк,гусь
4,Какой народ покоряли в Мексике испанские конкистадоры?,Ацтеки,Баски,Маори,Буры
5,Что купил Петер Минёйт у американских индейцев за 24 доллара?,Остров Манхэттен,1 тонну золота,Беверли Хилз,Статую
6,"Увертюрой к какой пьесе Шекспира служит ""Свадебный марш"" Мендельсона-Бартольди?","""Сон в летнюю ночь""","""Ромео и Джульетта""","""Двенадцатая ночь""","""Укрощение строптивой"""
7,Какой из перечисленных элементов относится к носковым прыжкам в фигурном катании?,Лутц,Аксель,Сальхов,Риттбергер
8,Где находятся китайские озёра Силинг-Цо и Нам-Цо?,Тибетский автономный район,Провинция Сычуань,Провинция Цинхай,Синьцзян-Уйгурский автономный район
9,"Кто из президентов США появлялся в телесериале ""Laugh - In""?",Ричард Никсон,Линдон Джонсон,Джимми Картер,Джеральд Форд
