,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что чаще всего происходит со студентом, отчисленным из института за неуспеваемость?",Забирают в армию,Попадает на кафедру,Возвращается в школу,Приглашают в аспирантуру
1,Какой из этих элементов не является металлом?,Йод,Свинец,Платина,Олово
2,Как у копытных животных называется сустав над копытом ноги?,Бабка,Баги,Бабак,Багер
3,Какая группа армий не была развернута Германией у границ СССР?,"""Восток""","""Север""","""Центр""","""Юг"""
4,Какое из этих животных является теплокровным?,Лори,Крайт,Сцинк,Сольпуга
5,Какие плоды получают с дынного дерева?,Папайя,Манго,Кокос,Фейхоа
6,В каком азиатском государстве есть музей-квартира А. П. Чехова?,Шри-Ланка,Таиланд,Индонезия,Сингапур
7,В каком сражении Столетней войны впервые в Европе были широко применены орудия?,Битва при Креси,Битва при Пуатье,Битва при Азенкуре,Битва при Форминьи
8,Какой вулкан является самым высоким в Индонезии?,Керинчи,Демпо,Семеру,Арджуно-Уелиранг
9,Какого поэта Серебряного века однокашники прозвали «Гордой ламой»?,Осипа Мандельштама,Анну Ахматову,Софью Парнок,Валерия Брюсова
