,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как правильно продолжить строку Высоцкого «Жираф большой…»?,ему видней,и он сильней,ему налей,среди коней
1,В каком веке на картах мира появились Соединённые Штаты Америки?,XVIII,XVI,XVII,XIX
2,Сколько океанов омывает территорию США?,3,1,2,4
3,Какое озеро считается самым глубоким?,Байкал,Онтарио,Титикака,Иссык-Куль
4,Какое дерево изображено на флаге Ливана?,Кедр,Ива,Баобаб,Дуб
5,Кто НЕ участвовал в плавании корабля «Арго» за золотым руном?,Одиссей,Орфей,Ясон,Полифем
6,Какой из этих супов прославил Вьетнам?,фо,мисо,хого,том-ям
7,С какой части клетки начинается её деление?,ядро,оболочка,вакуоль,цитоплазма
8,Какие птицы существуют?,Фаэтоны,Пошевни,Пролетки,Таратайки
9,"Что ввёл в практику князь Николай Юсупов, став директором императорских театров?",нумерацию рядов и кресел,прокат лорнетов и моноклей,гардероб при входе,три звонка перед спектаклем
