,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что в соревнованиях принимается за основу при распределении боксёров по категориям?,вес,рост,объём талии,размер кулака
1,Сколько сосков на вымени у коровы?,4,2,6,8
2,Что с декабря 2014 года есть во всех поездах Московского метрополитена?,Беспроводной Интернет,Автоматы с водой,Телевизоры,Свежая пресса
3,Какая певица имеет звание Герой Украины?,София Ротару,Ани Лорак,Тина Кароль,Руслана
4,На каком инструменте играл великий мастер джаза Диззи Гиллеспи?,труба,фортепиано,гитара,саксофон
5,Как заканчивается мысль Карла Маркса из книги «Нищета философии» «Водка взяла верх…»?,над пивом и вином,над людьми,над едой,надо Энгельсом
6,В каком музее драгоценности хранятся в Бриллиантовой и Золотой кладовых?,В Эрмитаже,В Русском музее,В Оружейной палате,В кунсткамере
7,"«Я думаю, звезду ... основательнее знают в Европе, чем Россию». Название какой звезды пропущено в этой цитате Ф. М. Достоевского?",Сириус,Поллукс,Вега,Альтаир
8,Когда изобрели керамику?,мезолит-неолит,палеолит-мезолит,неолит-медный век,медный век - бронзовый век
9,"В каком городе в 1818 году состоялось окончание знаменитой ""четверной дуэли"" В. А. Шереметев — А. П. Завадовский, А. С. Грибоедов — А. И. Якубович из-за балерины Авдотьи Истоминой?",Тифлис,Тебриз,Санкт-Петербург,Москва
