,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"В названии какого из этих фильмов или произведений упоминается не собака, а другое животное?",«...которая гуляла сама по себе»,«...Баскервилей»,«Четыре танкиста и...»,"«Трое в лодке, не считая...""»"
1,"Что подхватили лихие обезьяны в стихотворении К. Чуковского ""Тараканище""?",Чемоданы,Узлы,Рюкзаки,Сумки
2,Кто соревнуется в турнире «Белая ладья»?,юные шахматисты,яхтсмены,мастера ледяной скульптуры,кораблестроители
3,Какое из этих женских имён означает чистоту и непорочность?,Екатерина,Валентина,Светлана,Юлия
4,Какая олимпийская дистанция плавания самая длинная?,1500 м,1000 м,3000 м,800 м
5,В каком году состоялась коронация императора Николая II?,1896,1898,1897,1895
6,Из какого дерева была изготовлена сильнейшая волшебная палочка в книгах о Гарри Поттере?,Из бузины,Из дуба,Из остролиста,Из берёзы
7,"Главный герой какого фильма был уверен, что «каждый год будем в космос летать, как в автобусе ездить! И на Луну, и это будет!»?",«Космос как предчувствие»,«Укрощение огня»,«Им покоряется небо»,«Первые на Луне»
8,Когда католическая церковь объявила Мартина Лютера еретиком?,1520,1720,1420,1620
9,Что в английской морской терминологии означает слово «копенгагировать» (to copenhagenize)?,Конфисковать флот разгромленного противника,Выиграть регату на кубок королевы Дании,Расстрелять беззащитную вражескую столицу,Пройти под парусом по каналам Копенгагена
