,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какие географические координаты у столицы Новой Зеландии Веллингтона?,41°17′20″ ю. ш. 174°46′38″ в. д.,39°28′51″ с. ш. 92°00′04″ з. д.,39°54′26″ с. ш. 116°23′50″ в. д.,22°54′10″ ю. ш. 43°12′27″ з. д.
1,"Что говорит такелажник или строитель, когда что-либо надо опустить вниз?",Майна!,Андерграунд!,Вира!,Земля!
2,Какое прозвище имеет футбольная сборная команда Бельгии?,"""Красные дьяволы""","""Желтые драконы""","""Черные рыцари""","""Королевские стрелки"""
3,В каком городе современной Удмуртии родился Петр Ильич Чайковский?,Воткинск,Ижевск,Сарапул,Глазов
4,При строительстве Петербурга были разработаны «образцовые» проекты домов для различных слоев жителей. Какого среди них не было?,Благородных,Именитых,Подлых,Зажиточных
5,Кого летописцы времен Великого переселения народов называли «Бичом Божьим»?,Аттилу,Хлодвига I,Алариха,Юлиана Отступника
6,Как называется денежная единица Мальдив?,Руфия,Доллар,Динар,Шиллинг
7,В состав какого дисахарида входит фруктоза?,Сахарозы,Мальтозы,Лактозы,Всего перечисленного
8,"Кто сказал, что «Все короли – большей частью мошенники»?",Марк Твен,Роберт Хайнлайн,Бернард Шоу,О. Генри
9,Территория проживания какого из индейских племен не относится к субарктической зоне?,Теуэльче,Инну,Кучины,Чипевьян
