,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"О чем говорится в русской загадке: «Первый – с водой, второй – с травой, а третий – с цветами»?",о месяцах,о супах,об урожаях,о снах
1,На флаге какого государства изображены 5 золотых пятиконечных звезд на красном фоне?,Китай,Бразилия,Монголия,Куба
2,"Закончите фразу А.П.Чехова: «Женщины без мужского общества блекнут, а мужчины без женского...»",Глупеют,Богатеют.,Худеют,Умнеют
3,Что в переводе с французского означает название кабаре Мулен Руж?,Красная мельница,Зеленая мельница,Белая мельница,Синяя мельница
4,Какое животное изображено на картине В. Перова «Тройка»?,Собака,Лошадь,Вол,Кошка
5,"Какое время года, «сама не знаю почему», любила Татьяна — героиня «Евгения Онегина»?",Зиму,Осень,Весну,Лето
6,"Сборная футбольная команда какой страны провела свой первый международный матч в 2002 году со сборной Монако, закончившийся со счетом 0–0?",Ватикан,Андорра,Сан-Марино,Лихтенштейн
7,Где обитает рыжий волк?,В США,На Дальнем Востоке,В Индокитае,В Патагонии
8,"Какой персонаж культового романа ""Улисс"" автобиографичен его автору?",Стивен Дедал,Бык Маллиган,Леопольд Блум,Буян Бойлан
9,"Какой актер получил бумагу с гербом СССР о том, что он является майором всех родов войск?",П. П. Кадочников,В. В. Тихонов,С. А. Любшин,Ю. М. Соломин
