,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто сражался с Джокером?,Бэтмен,Супермен,Горец,Человек-паук
1,Какова сумма цифр даты первого упоминания Москвы в Летописи?,13,12,14,15
2,В честь какого президента назван крупнейший международный аэропорт в Нью-Йорке?,Джон Кеннеди,Ричард Никсон,Джордж Вашингтон,Линдон Джонсон
3,Сколько судей на льду присутствуют на хоккейном матче?,3,5,7,2
4,Гражданином какой страны был Хорхе Луис Борхес?,Аргентина,Испания,Венесуэла,Мексика
5,В честь какого географического объекта в Швейцарии и Франции был назван юрский геологический период?,Горы,Реки,Озера,Ледника
6,"На всех трассах Формулы-1 продолжительность гонки приблизительно равна 305 км. Трасса какой страны, являющейся исключением, составляет 260 км?",Гран-при Монако,Гран-при Великобритании,Гран-при Бахрейна,Гран-при Малайзии
7,"Какой из этих американских боксёров-профессионалов носит прозвище ""Призрак""?",Роберт Джозеф Герреро,Флойд Мейвезер,Дэнни Гарсия,Джордж Форман
8,Кто был первым президентом Французской академии наук?,Христиан Гюйгенс,Рене Декарт,Антуан Лавуазье,Галилео Галилей
9,Кто является автором языка программирования LISP?,Маккарти,Корфилд,Мак-Нейл,Джефрис
