,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется зверь, живущий на американском континенте?",Броненосец,Миноносец,Авианосец,Эсминец
1,Кто из участников судебного процесса в США должен подтверждать свои слова клятвой?,Свидетель,Судья,Адвокат,Прокурор
2,"Какое ""контрабандное средство"" для окраски волос купил Ипполит Воробьянинов?","""Титаник""","""Штир""","""Атения""","""Лузитания"""
3,Каких сведений не может содержать общегражданский российский паспорт?,об изменении фамилии,о заграничном паспорте,о семейном положении,о воинской обязанности
4,Какой из этих орденов Российской империи не имеет польского происхождения?,Орден Святого Георгия,Орден Белого орла,Знак отличия за военное достоинство,Орден Святого Станислава
5,"Какой город устоял, будучи осажденным в 701 г. до н. э. ассирийскими войсками Синахериба?",Иерусалим,Вавилон,Дамаск,Тир
6,Сколько было смертных среди мифических сестёр-горгон?,1,0,2,3
7,Как зовут одного из основателей легендарной корпорации Apple Computer?,Стивен Возняк,Билл Гейтс,Жан-Луи Гассе,Уильям Хьюлетт
8,Какое болотное растение раньше называли  якутским хлебом?,Сусак,Частуха,Эвриала,Ситник
9,"Кто изобрел первый гигрометр, основанный на взвешивании шерсти?",Николай Кузанский,Отто фон Герике,Георгий Агрикола,Леонардо Да Винчи
