,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто из героинь басен И. Крылова пострадал от комплиментов?,Ворона,Моська,Мартышка,Щука
1,Кто из великих греков днём с фонарём искал человека?,Диоген,Платон,Левкипп,Фалес
2,В бассейне какой реки вы не найдете стерлядь?,Сена,Днепр,Урал,Волга
3,Кого в Одессе называли биндюжниками?,Портовых грузчиков,Рыночных перекупщиков,Налетчиков,Таможенников
4,Какое современное название носит город Гельсингфорс?,Хельсинки,Харстад,Хельсингёр,Хельсингборг
5,"Как назывался торговый путь, который в античности связывал юг Аравийского полуострова со странами Средиземноморья и Месопотамии?",Путь благовоний,Соляная дорога,Дорога специй,Путь черного дерева
6,В каком веке Ватикан перестал издавать Индекс запрещённых книг?,20,19,18,17
7,Чему равен один пуд?,1280 лотам,1290 лотам,1260 лотам,1270 лотам
8,Столицей какого штата США является город Монтгомери?,Алабама,Аризона,Айдахо,Айова
9,Кто из этих средневековых правителей был польским королем?,Стефан Баторий,Стефан III Великий,Стефан Первовенчанный,Стефан I Мушат
