,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что используют на подводной лодке для скрытого наблюдения?,Перископ,Гороскоп,Телескоп,Фильмоскоп
1,"Как называется команда, игравшая в Премьер-лиге российского футбола?","""Сатурн""","""Нептун""","""Юпитер""","""Марс"""
2,В каком из этих дворцов и замков обитали не французские короли?,Эскориал,Рамбуйе,Лувр,Версаль
3,На каком материке находится самая полноводная река Земли?,Южная Америка,Африка,Евразия,Северная Америка
4,К какой величине ближе скорость звука в воздухе?,330 м/сек,220 м/сек,440 м/сек,550 м/сек
5,"Как переводится на русский слово ""фокстрот""?",Лисий шаг,Громкий топот,Хитрый ход,Быстрая змейка
6,Какие приматы создают брачную пару на всю жизнь?,Гиббоны,Шимпанзе,Бабуины,Гориллы
7,Парламент какой страны является старейшим в мире?,Исландия,Ирландия,Испания,Италия
8,Кто во время Второй мировой войны занимал пост начальника Главного управления казачьих войск Третьего рейха?,Пётр Краснов,Тимофей Доманов,Гельмут фон Паннвиц,Андрей Шкуро
9,"Какой тембр голоса у Зои Ященко, создателя и лидера группы «Белая гвардия»?",Меццо-сопрано,Колоратурное сопрано,Контральто,Драматическое сопрано
