,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В какой стране женщины рисуют в центре лба красную точку — бинди?,Индия,Египет,Монголия,Япония
1,Столицей какого государства является Осло?,Норвегия,Дания,Финляндия,Монголия
2,Как назывался самый знаменитый роман французского фантаста Пьера Буля?,«Планета обезьян»,«Планета динозавров»,«Планета страха»,«Планета-океан»
3,В каком море обитает вобла?,Каспийское,Азовское,Балтийское,Северное
4,"Как заканчивается утверждение Чацкого: «Когда ж постранствуешь, воротишься домой, И дым Отечества нам...»?                                          ",Сладок и приятен,Сладок и понятен,Так приятен,Близок и понятен
5,"Где проходили Олимпийские игры, на которых гимнаст А.Немов победил в личном многоборье?",Сидней,Атланта,Афины,Барселона
6,"Какой экзотический плод иначе называют ""Огурец африканский""?",Кивано,Пепино,Маммея,Нони
7,В каком виде спорта слабовидящий кореец Им Дон Хьюн стал двукратным олимпийским чемпионом?,Стрельба из лука,Плавание,Фехтование,Настольный теннис
8,У какого писателя есть потрясающая фраза: «Писать на самом деле очень просто — ты садишься перед пишущей машинкой и начинаешь истекать кровью»?,Э. Хемингуэй,Э. М. Ремарк,А. Солженицын,В. Шаламов
9,Какое из своих произведений братья Стругацкие считали самым совершенным и самым значительным?,«Улитка на склоне»,«Пикник на обочине»,«Страна багровых туч»,«Трудно быть богом»
