,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как не называют буквы увеличенного размера, используемые в русском языке в начале имен собственных, первого слова предложения?",Строчные,Заглавные,Прописные,Большие
1,Как звали приятеля Пузыря и Соломинки из русской народной сказки?,Лапоть,Сапог,Валенок,Тапок
2,Какая рыба существует?,Рыба-свеча,Рыба-прожектор,Рыба-лучина,Рыба-люстра
3,Где невозможно утонуть?,В Мертвом море,В Азовском море,В Красном море,В Черном море
4,"Кто автор романа ""Степной волк""?",Г. Гессе,К. Гамсун,В. Набоков,Т. Манн
5,Где древние китайские императоры часто носили собачек пекинесов?,В рукавах,В карманах,В подоле,В особых сумках
6,Разновидностью какого холодного оружия является протазан?,Копьё,Меч,Топор,Кинжал
7,"Кто из этих флибустьеров имел прозвище Истребитель за то, что отличался особой жестокостью к испанцам?",Даниэль Монбар,Франсуа Олоне,Рок Бразилец,Оливье Левассёр
8,Кто из этих художников принимал участие в росписи Владимирского собора в Киеве?,В. М. Васнецов,В. Д. Поленов,И. Е. Репин,Б. М. Кустодиев
9,"Какой футболист является самым титулованным в мире по количеству престижных трофеев, выигранных в клубах и сборной?",Дани Алвес (Бразилия),Андрес Иньеста (Испания),Лионель Месси (Аргентина),Райан Гиггз (Англия)
