,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как в просторечии называют солдатский вещевой мешок?,Сидор,Семен,Владлен,Федот
1,Какой любимый напиток был у  шекспировского Фальстафа?,Херес,Джин,Мадера,Ром
2,В какой стране происходит действие трагедии Шекспира «Гамлет»?,Дания,Норвегия,Швеция,Ирландия
3,Благодаря какому модельеру в женском гардеробе появилось маленькое чёрное платье?,Коко Шанель,Кристиану Диору,Нине Ричи,Ив-Сен Лорану
4,В каком веке открыли Антарктиду?,в девятнадцатом,в двадцатом,в восемнадцатом,в семнадцатом
5,"Какой была фамилия конферансье, сыгранного Зиновием  Гердтом в спектакле «Необыкновенный концерт» в театре кукол Сергея Образцова?",Апломбов,Ехиднов,Вульгарнов,Гоноровский
6,За чью дочь выдавала себя княжна Тараканова?,Елизаветы Петровны,Анны Иоанновны,Петра III,Екатерины I
7,Цвета флага какой страны меняются местами на время войны?,Филиппины,Сирия,Бутан,Судан
8,В матче с какой сборной дебютировали на чемпионате мира 1958 года в Швеции бразильцы Пеле и Гарринча?,СССР,Австрия,Англия,ФРГ
9,Кто был изображен на купюре США достоинством в 10 тысяч долларов?,Сэлмон Чейз,Вудро Вилсон,Джон Маршалл,Александр Гамильтон
