,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой литературный герой начал знаменитый монолог словами «А судьи кто?»?,Чацкий,Хлестаков,Мцыри,Лопахин
1,Какое из этих небесных тел является планетой земного типа?,Меркурий,Титан,Уран,Эрида
2,Чему равна сумма чисел от 0 до 100 включительно?,5050,3525,7550,1000
3,Какой литературный герой приписывал себе авторство «Женитьбы Фигаро»?,Хлестаков,Молчалин,Онегин,Чичиков
4,Как в Швейцарии не называют монету в 1/100 франка?,Цент,Чентезимо,Раппен,Сантим 
5,В каком произведении лошадь рассказывает о своей жизни?,"Л.Толстой ""Холстомер""","А.Куприн ""Изумруд""","Д.Олдридж ""Удивительный монгол""","М.Шолохов ""Жеребёнок"""
6,Чей портрет юный Л.Н.Толстой носил вместо нательного креста?,Руссо,Байрона,Пушкина,Ломоносова
7,В каком городе на Женевском озере провел последние годы жизни и был похоронен В.В.Набоков?,Монтрё,Ньон,Веве,Бувре
8,"Как называется единственная в мире страна, вся территория которой находится выше 1400 метров над уровнем моря?",Лесото,Мали,Нигер,Гана
9,Как назывался первый вышедший в свет в 1884 году сборник рассказов А. П. Чехова?,"""Сказки Мельпомены""","""Пёстрые рассказы""","""В сумерках""","""Осколки"""
