,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Сколько пар ног у насекомых?,3,5,2,4
1,"Кому из классиков принадлежит эта строка: «Тучки небесные, вечные странники...»?",М. Лермонтов,А. Пушкин,А. Фет,В. Жуковский
2,Какая из этих планет больше остальных?,Земля,Венера,Марс,Меркурий
3,Кто из этих известных путешественников не брезговал пиратством?,Френсис Дрейк,Марко Поло,Америго Веспуччи,Фернан Магеллан
4,В каком геологическом эоне мы живем?,Фанерозой,Архей,Протерозой,Катархей
5,"Какую сладость на Западе называют ""турецким наслаждением""?",рахат-лукум,халву,курабье,пахлаву
6,Какая буква греческого алфавита изображалась на щитах спартанцев?,Лямбда,Омега,Бета,Дзета
7,"Каким спектаклем открылся в октябре 1898 г., созданный К. С. Станиславским и В. И. Немировичем-Данченко Московский Художественный Театр?",«Царь Федор Иоаннович»,«Борис Годунов»,«Без вины виноватые»,«Чайка»
8,С каким партизанским отрядом поддерживал тесную связь советский разведчик Николай Кузнецов?,Дмитрия Медведева,Алексея Федорова,Александра Сабурова,Сидора Ковпака
9,"Как назывался план борьбы с Конфедерацией, разработанный в начале Гражданской войны в США?",Анаконда,Бизон,Койот,Крокодил
