,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,За нарушение чего грозит наименьшая ответственность?,Гостевого этикета,Общественного порядка,Государственной границы,ПДД
1,Что в январе 2005 года Московский университет запустил в космос?,Спутник «Татьяна»,Станцию «Василиса»,Зонд «Прасковья»,Аэростат «Степанида»
2,Сколько раз на российской пятирублевой монете (2007-2015 г.) написано «Пять рублей»?,Один раз,Три раза,Два раза,Ни разу
3,С каким временным интервалом на флоте пробивают склянки?,Полчаса,Час,Два часа,Четверть часа
4,Сколько спутников Юпитера было открыто Галилео Галилеем?,4,5,1,2
5,"Какой музыкальный инструмент изображает утку в симфонической сказке ""Петя и волк""?",Гобой,Фагот,Кларнет,Флейта
6,Когда отмечается Международный день медицинской сестры?,12 мая,12 декабря,19 мая,12 апреля
7,К какому отряду относятся сурикаты?,Хищные,Грызуны,Сумчатые,Панголины
8,"В какой из этих гоночных серий соревнуются (соревновались) не пилоты или команды, а нации?",A1 Grand Prix,Superleague Formula,WTCC,INDYCAR
9,Какой из этих объектов Солнечной системы по размерам уступает Меркурию?,Ио,Титан,Все перечисленные,Ганимед
