,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,На территории какой из этих стран не расположен культурный регион Лапландия?,Исландия,Россия,Норвегия,Финляндия
1,Какая компания в Италии выпускает наибольшее количество автомобилей?,ФИАТ,Ламборгини,Феррари,Альфа-Ромео
2,"Как называется электронный прибор, прокладывающий маршрут автомобилисту?",навигатор,курсатор,маршрутизатор,вариатор
3,Как страдает мумия согласно египетской поговорке?,Молча,Лежа,Одиноко,Стоя
4,"Как называются виды животных и растений, ограниченные в своем распространении относительно небольшой территорией?",Эндемики,Дендриты,Локомоции,Мнемоники
5,Какие игры в Древней Греции проводились специально для женщин?,Герийские,Немейские,Истмийские,Пифийские
6,Какой алфавит самый длинный?,Камбоджийский,Марокканский,Лаосский,Китайский
7,Обнаружение какой частицы физики считали одной из задач Большого адронного коллайдера?,Бозон Хиггса,Пион Хриггса,Мюон Фиггса,Мезон Фриггса
8,В каких горах находится исток реки Вахш?,Памир,Гималаи,Аннамских,Гандисышань
9,"Из каких двух слов состоял текст первой радиограммы, посланной в 1895 году Александром Поповым?",Генрих Герц,"Ура, свершилось","Виват, Россия",Хвала Богу
