,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какой модели ""Москвича"" никогда не производилось?",Святополк Окаянный,Князь Владимир,Юрий Долгорукий,Иван Калита
1,"Чьим голосом говорит волк из мультфильма «Ну, погоди!»?",Папанов,Панкратов-Черный,Абдулов,Магомаев
2,Как назвал свою повесть Александр Куприн?,«Гранатовый браслет»,«Малахитовая шкатулка»,«Янтарная комната»,«Изумрудный город»
3,На какой станции московского метро можно увидеть скульптуру Мадонны с младенцем?,«Римская»,«Партизанская»,«Рижская»,«Парк Победы»
4,Какую форму имеет модель абсолютно чёрного тела?,Шар,Конус,Цилиндр,Куб
5,Каким было имя прототипа д&#39;Артаньяна?,Шарль,Эдмон,Жан,Луи
6,"Какие инструменты были у квартета из мартышки, осла, козла и мишки в басне Крылова?",Только струнные,Струнные и духовые,Струнные и ударные,"Струнные, духовые и ударные"
7,Какая эпоха Кайнозойской эры не относится к Палеогеновому периоду?,Миоцен,Палеоцен,Эоцен,Олигоцен
8,Какая эпоха кайнозойской эры развития Земли является самой длительной?,Эоцен,Олигоцен,Палеоцен,Миоцен
9,Талисманом какой команды НХЛ является чёрно-жёлтый жук?,Тампа-Бэй Лайтнинг,Коламбус Блю Джекетс,Виннипег Джетс,Монреаль Канадиенс
