,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Высшей государственной наградой какой страны является орден Чингисхана?,Монголия,Япония,Индия,Китай
1,"Что означает термин ""блицкриг""?",Молниеносная война,Воздушный налет,Разведовательная операция,Газовая атака
2,Из какого мяса делается настоящий шницель по-венски?,Телятина,Свинина,Курятина,Индюшатина
3,В каком году было крещение Киевской Руси?,988,234 до н.е.,1347,876
4,На чем сидит во время заседаний лорд-спикер Палаты лордов королевства Великобритания?,Мешок с шерстью,Ясеневый чурбак,Щит с гербом королевства,Женская подвязка
5,"Футболист какого амплуа изобрёл «удар скорпиона», отбив мяч в прыжке пятками?",вратарь,полузащитник,нападающий,защитник
6,Какой из композиторов в своих струнных квартетах использовал мотивы русских и украинских народных песен?,Л. Бетховен,М. Равель,Р. Шуман,Ф. Шопен
7,В годы правления какого римского императора родился Иисус Христос?,Август,Тиберий,Клавдий,Калигула
8,Какой выдающийся боксёр СССР был кандидатом технических наук и завоевал кубок Вэла Баркера на Олимпийских играх в Токио?,В. Попенченко,С. Степашкин,В. Фролов,Б. Лагутин
9,Какой манифест издал император Александр III в 1881 году?,"""Ананасный""","""Пшеничный""","""Апельсиновый""","""Яблочный"""
