,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Чем на Руси встречают дорогих гостей?,Хлебом-солью,Чаем-солью,Хлебом-маслом,Водкой-огурцом
1,Какой вид подберезовиков существует?,Шахматный,Пасьянсный,Карточный,Шашечный
2,"По какой улице, если верить Юрию Визбору, ""бродит Запад, гидов теребя""?",по Охотному Ряду,по Неглинке,по Арбату,по Остоженке
3,"Кто назвал Пушкина ""Солнцем русской поэзии""?",Одоевский,Гоголь,Лермонтов,Жуковский
4,Сыном какого императора был Павел I?,Петра III,Николая I,Петра I,Александра III
5,Представителем какой отрасли народного хозяйства являлся в СССР «потельработник»?,Народного комиссариата почт и телеграфов,Народного комиссариата продовольствия СССР,Народного комиссариата пищевой промышленности,Народного комиссариата путей сообщения
6,Где произошло убийство императора Павла I в результате заговора?,Михайловский замок,Зимний дворец,Павловск,Гатчинский дворец
7,"Кто в 1813 году был удостоен премии Королевской Академии Художеств в Лондоне за картину ""Умирающий Геркулес""?",Морзе,Авогадро,Стефансон,Фарадей
8,"Какое из этих иностранных слов не используется для обозначения человека, совершившего космический полёт?",«Пихенса»,«Раумфарер»,«Гарышкер»,«Уджуин»
9,Со сборной какой страны провела первую международную встречу сборная СССР по бейсболу?,Никарагуа,Куба,Венесуэла,Мексика
