,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое количество хромосом у человеческого сперматозоида?,23,36,46,92
1,Кто не играл за футбольный клуб ЦСКА?,Дмитрий Булыкин,Дейвидас Шемберас,братья Березуцкие,Ролан Гусев
2,С какой буквы в русском языке начинается больше всего слов?,П,К,Р,О
3,"В какой части клетки, судя по названию, находятся нуклеосомы?",В ядре,В митохондриях,В аппарате Гольджи,В рибосомах
4,В каком году норвежец Руаль Амундсен покорил Южный полюс?,В 1911 году,В 1909 году,В 1916 году,В 1904 году
5,Какой древний город-государство располагался в исторической области Лаконика?,Спарта,Дельфы,Афины,Олимпия
6,В каком органе человека находится желтое пятно?,Глаз,Мозг,Щитовидная железа,Яичник
7,К какому отряду насекомых относятся журчалки?,двукрылых,жесткокрылые,блохи,тараканосверчки
8,Какая аллотропная модификация фосфора более токсична?,Белый,Красный,Желтый,Черный
9,"Кто, согласно воззрениям пеласгов, породил сущий мир?",Эвринома и Офион,Гея и Уран,Нюкта и Эрос,Рея и Кронос
