,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какую достопримечательность Санкт-Петербурга можно увидеть в самом центре Дворцовой Площади?,Александровская колонна,Пирамида Хеопса,Обелиск декабристам,Телеграфный столб
1,Как называли правителя Венеции?,Дож,Визирь,Паладин,Флибустьер
2,В каком году был основан Санкт-Петербург?,1703,1721,1714,1723
3,В каком городе установлена копия московского памятника Минину и Пожарскому?,В Нижнем Новгороде,В Ярославле,В Великом Устюге,Во Владимире
4,Для чего предназначен мост Уитстона?,Для измерения сопротивления,Для определения индуктивности катушки,Для измерения емкости конденсатора,Для выпрямления переменного напряжения
5,На какой срок избирается президент Франции?,На 5 лет,На 7 лет,На 4 года,На 6 лет
6,Сколько раз в XX веке издавалась Большая Советская Энциклопедия?,три,девять,пять,семь
7,Какую оперу поставил в Мариинском театре Андрон Кончаловский?,"""Война и мир""","""Борис Годунов""","""Евгений Онегин""","""Хованщина"""
8,"Как переводится слово ""камикадзе""?",Божественный ветер,Тихий вечер,Грозная волна,Слепящее солнце
9,На территории какой современной страны находятся останки большого древнего города - Пальмиры?,Сирия,Иран,Ирак,Турция
