,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Жизни каких людей посвящены книги популярной серии ""ЖЗЛ""?",Замечательных,Знаменитых,Загадочных,Заслуженных
1,Как называли собаковода в прежние времена?,Псарь,Конюший,Стряпчий,Егерь
2,Как называется официальная идеология Турецкой республики?,Кемализм,Марксизм,Ленинизм,Исламизм
3,"От чего погиб Дон Гуан, если верить Пушкину?",от рукопожатия,от поцелуя,от отравленного вина,от укола шпаги
4,Какие из перечисленных тканей тела человека обладают наибольшей электропроводностью?,Мышечные,Нервные,Костные,Жировые
5,Какой актёр чаще всего озвучивал героев Жана-Поля Бельмондо в советском прокате?,Николай Караченцов,Николай Ерёменко,Константин Райкин,Александр Абдулов
6,Как любители шахмат прозвали Тиграна Петросяна?,Железным,Гранитным,Стальным,Золотым
7,Какова сумма всех голов и ног (лап) мифического существа Сциллы?,18,36,24,12
8,"Кто написал портрет полковника Лейб-гвардии Гусарского полка Евграфа Давыдова, долгое время считавшийся изображением Дениса Давыдова?",Орест Кипренский,Фёдор Рокотов,Владимир Боровиковский,Алексей Венецианов
9,Какая из этих археологических культур не относится к Циркумпонтийской металлургической провинции?,Гумельницкая культура,Майкопская культура,Троя-1,Ямная культура
