,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какой частью речи является слово ""и""?",Союз,Существительное,Глагол,Предлог
1,Как принято писать в арабском языке?,Справа налево,Слева направо,Сверху вниз,Между строк
2,Сколько флажков обычно устанавливают на футбольном поле перед началом матча?,4,2,6,8
3,Сколько балерин участвуют в классической постановке «Танца маленьких лебедей» в балете «Лебединое озеро»?,4,2,3,5
4,Во сколько раз светочувствительность кошачьего глаза больше человеческого?,В 7 раз,В 11 раз,В 15 раз,В 9 раз
5,Когда встречали новый год в допетровской Руси начиная с XV века?,1 сентября,1 марта,1 июня,1 января
6,Кто из этих писателей не был лауреатом Нобелевской премии?,Генрих Манн,Томас Манн,Иво Андрич,Генрик Сенкевич
7,Какой из этих городов - столица Султаната Оман?,Маскат,Джидда,Сана,Доха
8,На флаге какой из этих стран нет изображения созвездия Южный Крест?,Науру,Новая Зеландия,Папуа Новая Гвинея,Австралия
9,Какое из этих английских графств самое большое по территории?,Хэмпшир,Эссекс,Корнуолл,Стаффордшир
