,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется музыкальный коллектив Ольги Арефьевой?,"""Ковчег""","""Корабль дураков""","""Жёлтая подводная лодка""","""Речной трамвайчик"""
1,Какой вид печи существует?,Солнечная,Метеоритная,Лунная,Звездная
2,"Что так и не смогли сделать Лебедь, Рак и Щука в басне Крылова?",сдвинуть с места воз,сыграть квартет,приготовить уху,найти клад
3,В каком музее хранится шапка Мономаха?,Оружейная палата,Русский музей,Грановитая палата,Эрмитаж
4,Какой титул носит супруг королевы Великобритании Елизаветы II?,Герцог,Граф,Князь,Барон
5,Фавориткой какого из Людовиков была маркиза де Помпадур?,XV,XII,XVI,XIV
6,Кто написал музыку к колыбельной «Спят усталые игрушки»?,А. Островский,М. Фрадкин,Г. Гладков,В. Шаинский
7,Кто из пионеров рок-н-ролла в течение нескольких лет выступал в сане священника?,Литл Ричард,Карл Перкинс,Чак Берри,Бадди Холли
8,"Какой биатлонист на ЧМ-2017 выиграл индивидуальную гонку, став самым возрастным чемпионом мира, превзойдя рекорд Уле-Айнара Бьорндалена?",Лоуэлл Бэйли,Красимир Анев,Бенедикт Долль,Ондржей Моравец
9,Сколько звезд на каждом погоне бригадного генерала Армии США?,1,4,0,2
