,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое из этих слов не обозначает хранилище чего-либо?,Ипотека,Пинакотека,Библиотека,Фильмотека
1,"В какие войска призвали главных героев фильма ""ДМБ""?",РВСН,ВВС,ВДВ,ВМФ
2,"Какое животное, посаженное на воеводство, чижика съело?",Медведь,Кот,Орел,Барсук
3,Сколько атомов углерода в молекуле бензола?,6,4,7,5
4,Какая из этих рек не протекает по территории Монголии?,Курчум,Керулен,Селенга,Онон
5,Из какого английского рода происходил Уинстон Черчилль?,Мальборо,Честерфильд,Виндзор,Кент
6,Как продолжить слова  Джерома К. Джерома: «Бедность не порок. Будь она пороком ...»?,Её не стыдились бы,Богатство было бы добродетелью,Она не была бы его последствием,Грешников не стало бы больше
7,"Кто из писателей— автор слов: ""Природа никогда не ошибается; если она порождает дурака, значит, она этого хочет""?",Джош Биллингс,Джордж Оруэлл,Марк Твен,Мартти Ларни
8,Под каким флагом после успешных операций возвращаются в порт подводные лодки Великобритании?,«Весёлый Роджер»,белый флаг,флаг поверженного противника,флаг Вильгельма Завоевателя
9,На каком корабле прибыл из Англии в Румынию гроб со спящим графом Дракулой в романе Брэма Стокера?,"""Царица Екатерина""","""Лорд Байрон""","""Князь Влад Цепеш""","""Королева Виктория"""
