,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В каких лучах светятся отдельные защитные знаки денежных купюр?,В ультрафиолетовыx,В рентгеновскиx,В солнечныx,В лучаx славы
1,Как называется одна из деталей автомобиля?,Капот,Платок,Xалат,Капор
2,В каком городе находится Гранд-опера?,Париж,Вашингтон,Лондон,Милан
3,Как назывался план гитлеровцев по захвату Москвы?,"""Тайфун""","""Шторм""","""Ураган""","""Торнадо"""
4,В каком австрийском городе находится аэропорт «Голубой Дунай»?,Линц,Вена,Грац,Инсбрук
5,Президентом какой страны был Даниэль Ортега с 1985 по 1990 годы?,Никарагуа,Панама,Гватемала,Гондурас
6,Какую реку древние греки называли Борисфен?,Днепр,Днестр,Дунай,Дон
7,"Как называется теплый, сильный и сухой ветер в Средиземноморье, приносящий в Европу пыль из пустынь Африки и Аравии?",Сирокко,Мистраль,Самум,Фён
8,Какой римский полководец окончательно победил Митридата Великого?,Гней Помпей,Квинт Марциал,Луций Сципион,Луций Лукулл
9,Какими племенами было создано древнее государство Митанни?,хурритов,халдеев,лувийцев,хеттов
