,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"К кому или чему обращается лирический герой стихотворения Аполлона Григорьева с просьбой: ""О, говори хоть ты со мной""?",К гитаре,К жене,К попугаю,К автоответчику
1,Что доказал Джон Уайлс?,Теорему Ферма,Теорему Пифагора,Теорию конца света,Теорему о сумме углов треугольника
2,Какие клетки можно найти в человеческом организме?,Тучные,Массивные,Тощие,Полные
3,Что в армии США называлось «Джон Уэйн»?,Консервный нож,Головной убор,Винтовка,Револьвер
4,"В какой стране происходит действие романа Александра Беляева ""Человек-амфибия""?",Аргентина,Куба,Бразилия,Чили
5,Где находится мост Александра III?,Париж,Москва,Хельсинки,Санкт-Петербург
6,Сколько раз Ирина Слуцкая была призёром Олимпийских игр?,2,Ни разу,1,3
7,Шарик какого цвета в книге А. Милна Пятачок хотел подарить ослику Иа-Иа?,Красного,Синего,Жёлтого,Фиолетового
8,Какое растение в течение всей своей жизни имеет только 2 листа?,Вельвичия,Раффлезия,Непентес,Маквис
9,"Доска какого размера используется в японском варианте шахмат ""Тю сёги""?",12 на 12,15 на 15,5 на 6,9 на 8
