,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто из этих актёров не играл в кино Остапа Бендера?,Вениамин Смехов,Андрей Миронов,Арчил Гомиашвили,Сергей Юрский
1,Какая марка телевизоров производилась в СССР?,Электрон,Нейтрон,Протон,Нейрон
2,Сколько коренных зубов во рту здорового человека?,20,16,8,12
3,С открытием какого архитектурного шедевра в Париже связано выражение «гвоздь программы»?,Эйфелева башня,Триумфальная арка,Собор Нотр-Дам,Пирамида Лувра
4,Какой из этих несъедобных грибов можно перепутать с белым?,Желчный гриб,Сатанинский гриб,Перечный гриб,Млечник
5,Кто из бразильских теннисистов становился первой ракеткой мира?,Густаво Куэртен,Луис Маттар,Франко Феррейро,Жуан Соуза
6,Персонажем ряда произведений какого фантаста был астронавигатор Пиркс?,Лем,Желязны,Шекли,Азимов
7,"Кто из этих хоккеистов был вратарем сборной СССР, впервые ставшей чемпионом мира?",Николай Пучков,Владислав Третьяк,Виктор Коноваленко,Виктор Зингер
8,На гербе какого государства изображен патриарший крест на горе о трех вершинах?,Словакия,Болгария,Сербия,Македония
9,На каком корабле начал свою карьеру Горацио Нельсон?,«Резонабль»,«Виктори»,«Каркасс»,«Триумф»
