,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что, согласно народному поверью, нельзя одновременно делать двум подругам, иначе одна у другой уведёт жениха?",Смотреть в одно зеркало,Лежать в одной постели,Ехать на одном велосипеде,Сидеть на одном стуле
1,Где в современном цифровом фотоаппарате хранятся фотографии?,На флешке,На дискете,На кассете,На плёнке
2,Как называется мыс в ЮАР?,Мыс Доброй Надежды,Мыс Горн,Мыс Байрон,Мыс Святой нос
3,"Какое дерево, согласно статистике, наиболее распространено в России?",Лиственница,Берёза,Ель,Тополь
4,Как правильно написать?,Дощатая терраса,Досчатая терраса,Дощатая терасса,Досчатая терасса
5,Как звали знаменитого сына Олимпиады и Филиппа?,Александр,Юлий,Фемистокл,Антоний
6,"Кто был капитаном знаменитой команды КВН  ""Одесские джентльмены""?",Станислав Пелишенко,Евгений Каминский,Олег Филимонов,Ян Левинзон
7,"Где 6 августа 1915 года произошла контратака при отражении немецкой газовой атаки, известная как «атака мертвецов»?",Осовец,Данциг,Брест-Литовск,Новогеоргиевск
8,"Как называется самая большая медуза, имеющая диаметр более 2 метров, а длину щупалец – более 35 метров?",Цианея,Ируканджи,Корнерот,Аурелия
9,"Стихи какого из этих поэтов Владимир Богомолов включил в свою повесть ""Зося""?",Сергея Есенина,Александра Пушкина,Николая Гумилева,Александра Блока
