,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как правильно продолжить строку Высоцкого «Жираф большой…»?,ему видней,и он сильней,ему налей,среди коней
1,"Что делал герой повести «Вий» Хома Брут, защищая от нечисти?",очерчивал вокруг себя круг,сыпал вокруг себя перец,ел чеснок,смотрел только в зеркало
2,В каком виде спорта выступает Екатерина Гамова?,Волейбол,Гандбол,Баскетбол,Рэгби
3,"Как называется и удар в боксе, и фигура высшего пилотажа?",Хук,Бочка,Джеб,Ранверсман
4,Какую фамилию носил самый знаменитый советский историк кулинарии и автор кулинарных книг?,Похлёбкин,Баландин,Окрошкин,Борщёв
5,Какой праздник существует?,Всемирный день туалета,Всемирный день кухни,Всемирный день спальни,Всемирный день ванной
6,Что означает слово «ичиги»?,Вид обуви,Приспособление для охоты,Народ в Забайкалье,Переносное жилище кочевников
7,"Кто является автором фразы: «Быть поэтом — самая печальная радость. Истинная поэзия — это любовь, мужество, жертва. Все остальное не в счет, даже смерть»?",Гарсиа Лорка,Александр Блок,Игорь Северянин,Владимир Маяковский
8,"Как называются иероглифические надписи на гадательных костях, фиксирующие результаты гаданий?",цзягувэнь,ногомячжоу,даодэцзин,шуцзин
9,Где в VI веке до н. э. возникли древнегреческие колонии Фасис и Диоскуриада?,Западная Грузия,Берег Крыма,Район Туапсе,Таманский п-ов
