,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как иначе называют полиграф?,Детектор лжи,Детектор правды,Детектор денег,Детектор совести
1,Сколько муз было у древних греков?,Девять,Семь,Восемь,Десять
2,Какого цвета двуглавый орел на полной версии герба России?,Золотой,Лазурный,Белый,Червленый
3,Какую из этих латиноамериканских стран 10 лет возглавлял японец Альберто Фухимори?,Перу,Венесуэла,Эквадор,Боливия
4,С чем Давид Бурлюк сравнивал память Владимира Маяковского?,Дорогой в Полтаве,Обрывом на Волге,Шоссе в Москве,Тропой в лесу
5,Какой из этих таксономических рангов живого нельзя назвать доменом?,Грибы,Бактерии,Эукариоты,Археи
6,Сколько шиллингов было в одной гинее в её первоначальной стоимости?,21,12,18,20
7,Капитуляция английского гарнизона в каком городе в 1453 году считается окончанием Столетней войны?,Бордо,Лион,Нант,Тулуза
8,Звёзды какого из этих типов самые маленькие по массе?,красный карлик,желтый карлик,оранжевый карлик,голубой гигант
9,"Какие насекомые изображены на картине С. Дали ""Великий мастурбатор""?",Саранча и муравьи,Бабочка и жук-скарабей,Пчела и стрекоза,Кузнечики и осы
