,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называют курицу, откладывающую яйца?",Несушка,Квакушка,Болтушка,Толстушка
1,Как называется популярный фильм с участием Риз Уизерспун?,«Блондинка в законе»,«Блондинка в салоне»,«Блондинка в притоне»,«Блондинка за углом»
2,Какая приставка свидетельствует о связи с водой?,Гидро-,Архи-,Крио-,Гетеро-
3,Какое из этих растений называется ноготками?,Календула,Шиповник,Анис,Базилик
4,Какое произведение искусства было украдено из музея Осло за день до начала зимних Олимпийских игр 1994 года?,Крик,Больная девочка,Вечер на улице Карла Юхана,Поцелуй
5,"Какое из этих названий итальянских футбольных клубов не полное, а сокращённое?",«Интер»,«Милан»,«Ювентус»,«Парма»
6,Когда отмечается Международный день шахмат?,20 июля,12 декабря,22 июня,10 ноября
7,Гибрид каких злаков называется ТРИТИКАЛЕ?,Рожь и пшеница,Пшеница и ячмень,Овес и рис,Просо и ячмень
8,Каким правителем образована византийская провинция Африканский экзархат?,Маврикием,Ираклеоном,Фокой,Ираклием
9,Какой подзаголовок имеет стихотворение И. Бродского «Письма римскому другу»?,Из Марциала,Из Катулла,Из Ювенала,Из Горация
