,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется форменный головной убор матросов военно-морского флота?,Бескозырка,Будёновка,Папаха,Тюбетейка
1,"К какому из нижеперечисленных понятий не относится слово ""картина""?",Вокально-инструментальное произведение для хора и оркестра,Отдельное произведение киноискусства,Законченное произведение живописи,Часть сценического произведения
2,"Чем отличается от базового колесо-докатка, которое шофёры используют в экстренных случаях?",Уменьшенным размером,Отсутствием отверстий для крепления,Наличием металлического диска,Красным цветом
3,"«Особо рьяные... – это большей частью люди погибшей страны. Никто из нас не желает того, чем мы уже обладаем». Какое слово пропущено в утверждении Акутагавы Рюноскэ?",Националисты,Оптимисты,Читатели,Упадники
4,Какой белок самый распространенный в человеческом организме?,Коллаген,Гемоглобин,Альбумин,Альфа-кератин
5,К какому классу химических веществ относится рубин?,Оксид,Простое вещество,Гидроксид,Соль
6,Что из перечисленного не относится к терминальным состояниям?,вегетативное состояние,клиническая смерть,шок IV степени,запредельная кома
7,"Первым произведением какого рода считается гимн Деметре, написанный в VI веке до нашей эры Ласом Гермионским?",Липограмма,Верлибр,Акростих,Баллада
8,"Какая заморская территория Великобритании является самой малонаселённой территорией в мире, имеющей постоянное население?",Острова Питкэрн,Бермудские Острова,Острова Кайман,Монтсеррат
9,"Кто был соавтором Роджера Желязны в создании трилогии ""История рыжего демона""?",Роберт Шекли,Клиффорд Саймак,Роберт Хайнлайн,Айзек Азимов
