,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что есть у Сатурна?,кольца,браслеты,бусы,серьги
1,Оттенком какого цвета является беж?,Коричневый,Фиолетовый,Синий,Оранжевый
2,Как звали сына пушкинского царя Салтана?,Гвидон,Дадон,Руслан,Черномор
3,Какая страна не имеет выхода к Балтийскому морю?,Норвегия,Россия,Польша,Германия
4,Какой рекорд полета был установлен летучей рыбой?,400 м,25 м,150 м,50 м
5,В каком из фильмов Вуди Аллен сыграл одну из ролей?,Великая Афродита,Другая женщина,Интерьеры,Пули над Бродвеем
6,Именем какого известного футболиста назван центральный стадион в Тбилиси?,Борис Пайчадзе,Автандил Гогоберидзе,Никита Симонян,Слава Метревели
7,"В каком итальянском городе установлены такие же конные скульптуры, как и на Аничковом мосту в Санкт-Петербурге?",Неаполь,Рим,Флоренция,Милан
8,Какая из этих звезд находится в созвездии Южного Креста?,Акрукс,Ахернар,Шаула,Хадар
9,"При съемках какого фильма Владимир Высоцкий познакомился с Людмилой Абрамовой, ставшей его второй женой и матерью сыновей Аркадия и Никиты?","""713-й просит посадки""","""Увольнение на берег""","""Штрафной удар""","""Карьера Димы Горина"""
