,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что является символом Парижа?,Эйфелева башня,Тауэр,Медный всадник,Статуя свободы
1,В какой цвет красили боевую одежду спартанцы?,Красный,Желтый,Синий,Черный
2,Расцвет какого из этих архитектурных стилей пришелся на конец XIX — начало XX веков?,Модерн,Готика,Рококо,Ампир
3,"Кто возглавил, согласно мифологии, поход греков против Трои?",Агамемнон,Ахилл,Одиссей,Менелай
4,"Какое былинное имя носил и ""красный"" бронепоезд в Гражданскую войну, и советский бронепоезд в Великую Отечественную?","""Илья Муромец""","""Алёша Попович""","""Добрыня Никитич""","""Микула Селянинович"""
5,Кто в соавторстве с Эльдаром Рязановым писал сценарии к его кинокомедиям?,Брагинский,Радзинский,Розовский,Курляндский
6,Кто из этих нобелевских лауреатов — автор романа «Сиддхартха»? ,Г. Гессе,К. Гамсун,У. Фолкнер,Т. Манн
7,Кто из этих венгров был основоположником национальной оперы?,Ференц Эркель,Геза Зичи,Енё Хубаи,Бела Барток
8,Какое из этих растений не относится к молочайным?,ирвингия,гевея,пролесник,клещевина
9,Из чего состоят почки позвоночных животных?,Из нефронов,Из фернонов,Из нефитов,Из фотенов
