,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая революция разделила ЧССР на независимые Чехию и Словакию?,Бархатная,Атласная,Ситцевая,Шелковая
1,"Какой дворянский титул носил П. Н. Врангель, один из руководителей Белого движения в России?",Барон,Князь,Лорд,Граф
2,"Кем был сформулирован закон, согласно которому действию всегда есть равное противодействие?",И. Ньютоном,Г. Менделем,Архимедом,А.-М. Ампером
3,Какую страну называют страной громового дракона?,Бутан,Бангладеш,Мьянма,Пакистан
4,Какой режиссер снял фильм «Приключения принца Флоризеля»?,Евгений Татарский,Ян Фрид,Владимир Бычков,Георгий Юнгвальд-Хилькевич
5,В каком городе году был открыт памятник А. С. Пушкину и  В. И. Далю?,Оренбург,Петербург,Одесса,Москва
6,Из каких клеток развивается карцинома?,Эпителиальной ткани,Лимфы,Нервной ткани,Хрящевой ткани
7,Для какого певческого голоса написана партия Фигаро в опере «Севильский цирюльник»?,Баритон,Бас,Контральто,Тенор
8,"Оправдываясь за какой из совершенных поступков, герой Астрид Линдгрен — Эмиль из Лённеберги — сказал, что сделал его «по доброте душевной»?",Крепко поцеловал учительницу,Вырвал зуб у служанки,Накормил бедняков домашней едой,Купил на аукционе хромую курицу
9,«Родственники» какой группы современных бактерий явились эволюционными предками митохондрий?,Риккетсии,Шигеллы,Микоплазмы,Листерии
