,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как в среде компьютерщиков часто называют процессор?,Камень,Кукиш,Бумага,Ножницы
1,Какой орган Прометея клевал орёл согласно древнегреческой мифологии?,Печень,Желудок,Сердце,Легкие
2,Название какого архитектурного стиля дословно означает «узор из камня и раковин»?,Рококо,Барокко,Эклектика,Ар-деко
3,"Какой элемент электрической цепи раньше называли ""сопротивлением""?",резистор,динистор,тиристор,транзистор
4,"Какую песню The Beatles советское телевидение использовало в качестве заставки к передаче Валентина Зорина ""В объективе Америка""?","""Cant Buy Me Love""","""I Am Down""","""Love Me Do""","""Yesterday"""
5,Какой химический элемент не входит в состав синильной кислоты?,O,H,N,C
6,Каково второе имя знаменитого французского писателя Виктора Гюго?,Мари,Адель,Эвет,Леони
7,"Какой из этих композиторов - автор опер ""Смерть в Венеции"" и ""Глориана""?",Бенджамин Бриттен,Луиджи Ноно,Франсис Гойя,Владимир Хорунжий
8,Кто не относится к роду дрозд?,Сиалия,Белобровик,Странствующий дрозд,Деряба
9,"Что или кто является «лучшим послом страны», по мнению князя Монако Ренье III?",Почтовые марки,Её культура,Дети,Глава страны
