,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой балет есть у А. Хачатуряна?,"""Спартак""","""Локомотив""","""Анжи""","""Сатурн"""
1,"Что сделала невеста, согласно названию фильма с Джулией Робертс?",Сбежала,Развелась,Застрелилась,Вышла замуж
2,Что держит в правой лапе двуглавый орел на гербе России?,Скипетр,Меч,Державу,Корону
3,Кто стал Чемпионом мира по футболу во Франции в 1998 году?,Франция,Казаxстан,Италия,Бразилия
4,Какой памятник был установлен в Санкт-Петербурге?,Носу майора Ковалёва,Трубке Тараса Бульбы,Шинели Башмачкина,Бричке Чичикова
5,Какой корабль стал заглавным героем стихотворения Артюра Рембо?,Пьяный,Одинокий,Летучий,Сонный
6,Чему (в литрах) равна русская дометрическая мера объема жидкостей ведро?,"12,3","9,2","10,4","11,1"
7,"Как называлась совместная операция Великобритании и США, согласно которой война с СССР должна была начаться 1 июля 1945 г.?","""Немыслимое""","""Неочевидное""","""Непостижимое""","""Невероятное"""
8,Какой католический орден был упразднен папой Климентом V в 1312 г.?,Тамплиеры,Цистерцианцы,Иоанниты,Капуцины
9,Как называется сосуд для питья пульке емкостью 1/8 литра?,Шуруп,Франт,Козочка,Пушка
