,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какая из фраз прозвучала в кинофильме ""Белое солнце пустыни""?","""Таможня даёт добро""","""Таможня берёт добро""","""Таможня конфискует добро""","""Таможня не помнит добра"""
1,Как звали мужа принцессы Фионы?,Шрек,Ранго,ВАЛЛ-И,Вэлиант
2,"Как называлась подушечка, которая подкладывалась под платье сзади ниже талии для придания фигуре пышности?",турнюр,кринолин,фижмы,корсаж
3,Как называется безосколочное стекло для автомобильных окон?,триплекс,дуплекс,комплекс,симплекс
4,Какой завоеватель изображён на современных монгольских банкнотах?,Чингисхан,Аттила,Бабур,Тамерлан
5,"""Я много с кем делал интервью, но лишь когда я шел к ..., я думал: ""Иду к королю"".  О ком говорил Э. Рязанов в этой фразе?",Федерико Феллини,Филипп Нуаре,Клод Лелюш,Жан-Поль Бельмондо
6,"Где, согласно современным исследованиям, впервые появились карты Таро?",Италия,Египет,Греция,Испания
7,Какую оперу Верди написал по заказу петербургского Мариинского театра?,"""Сила судьбы""","""Травиата""","""Бал-маскарад""","""Аида"""
8,В Германии до середины XVI века год начинался…,25 декабря,31 декабря,27 декабря,3 января
9,"Кто из этих древнеримских богов и богинь не входил в Капитолийскую триаду важнейших богов, почитавшихся в Капитолийском храме?",Марс,Минерва,Юпитер,Юнона
