,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое животное является неофициальным символом демократической партии США?,Осел,Кабан,Слон,Жираф
1,"Как называлась денежная единица Древней Греции, равная ста драхмам или 1/60 части таланта?",Мина,Фугас,Бомба,Граната
2,Кто из этих физиков открыл существование атомного ядра и впервые осуществил превращение атомных ядер?,Эрнест Резерфорд,Нильс Бор,Макс Планк,Вильгельм Рентген
3,Художественным руководителем какого театра стал Александр Ширвиндт?,Сатиры,Эстрады,Им. Н. В. Гоголя,Оперетты
4,Убийство какого животного в древнем Египте каралось смертью?,Кошки,Совы,Гиппопотама,Быка
5,"Как звали царя Вавилонии, правившего в 1793-1750 гг. до н. эры, от которого сохранились законы, высеченные в камне?",Хаммурапи,Син-мубаллит,Апиль-Син,Сабиум
6,"В названии какого оружия использована часть известного афоризма ""хочешь мира - готовься к войне""?",Парабеллум,Револьвер,Маузер,Браунинг
7,Как в Военно-морском флоте называют назначенную встречу отдельных кораблей или соединений кораблей?,Рандеву,Коннект,Рандке,Митинг
8,"Кто сказал про Высоцкого такие слова: ""...Он рожден был поэтом. Имел дар божий поэта. Это был замечательный русский поэт. И это было во Владимире самое ценное...""?",Юрий Любимов,Василий Аксенов,Михаил Шемякин,Андрей Тарковский
9,"Какой распространённый в Африке музыкальный инструмент называют ""африканским ручным фортепиано""?",калимба,систр,джембе,уду
