,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называют внедорожник, которому придан облик, но не ходовые качества вездехода?",паркетный,шёлковый,ковёрный,придворный
1,"Как называется художник, специализирующийся на изображении животных?",Анималист,Пейзажист,Маринист,Баталист
2,Какой из этих элементов химически менее активен?,Аргон,Актиний,Алюминий,Азот
3,"Кто сыграл роль дворника Тихона в фильме ""12 стульев"" Л. Гайдая?",Никулин,Вицин,Гайдай,Моргунов
4,"Какой субкультуре режиссёр Мицуо Янагимати посвятил фильм ""Да везёт тебя Бог! Чёрный император""?",Байкерам,Готам,Аниме,Хиппи
5,Что является главной статьей экспорта Канады?,Автомобили,Древесина,Уголь,Продовольствие
6,Где размещался штаб Наполеона в сентябре 1812 года?,В Петровском дворце,В Комендантской башне,В Потешном дворце,В Архангельском соборе
7,Дочери с каким именем не было у шекспировского короля Лира?,Вирджиния,Корделия,Регана,Гонерилья
8,"Из произведений какого писателя физики заимствовали слово ""кварк""?",Джеймс Джойс,Уильям Фолкнер,Уильям Теккерей,Льюис Кэррол
9,"Как называется раздел энтомологии, изучающий мух?",Диптерология,Акарология,Мирмекология,Одонатология
