,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какой символ есть на клавиатуре компьютера на клавише ""Enter""?",Изогнутая стрелка,Стрелка вниз,Ничего нет,Стрелка вверх
1,Сколько раз сборная СССР выигрывала чемпионат Европы по футболу?,1,2,3,0
2,Как звали ручного ворона в «Кавказской пленнице»?,Гамлет,Макбет,Ромео,Отелло
3,Для съёмок какой части тела Ахиллеса в фильме «Троя» использовали дублёра?,Ног,Спины,Затылка,Локтей
4,Кто из вышеперечисленных философов был родоначальником Милетской философской школы?,Фалес,Фома Аквинский,Протагор,Зенон
5,"Перу какого фантаста принадлежит рассказ ""Калейдоскоп""?",Р. Бредбери,А. Азимов,Р. Шекли,С. Лем
6,Какой из бельгийских футбольных клубов является самым титулованным?,«Андерлехт»,«Стандард»,«Юнион»,«Брюгге»
7,Какой метеорный поток можно наблюдать в Новый год?,Квадрантиды,Ориониды,Геминиды,Лириды
8,Сколько повестей было в сборнике «Миргород» Николая Васильевича Гоголя?,4,5,3,6
9,Какой казацкий военный чин имел Емельян Пугачев?,Хорунжий,Есаул,Сотник,Подъесаул
