,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"На территории какого современного государства, если верить легенде, находился Камелот?",Великобритания,Румыния,Германия,Франция
1,"Что, согласно Амброзу Бирсу, «мудрому открывает, а от глупого скрывает недостаточность его знаний»?",Образование,Опыт,Интуиция,Удача
2,Что в Одессе именуют Привозом?,рынок,вокзал,таможню,морской порт
3,На каких судах Колумб доплыл до Америки?,На каравеллах,На корветах,На бригантинах,На галионах
4,Как переводится с испанского название высочайшего на Земле потухшего вулкана «Охос-дель-Саладо»?,«Соленые глаза»,«Холодное сердце»,«Твердая рука»,«Сладкие уста»
5,Сколько японских самолетов атаковало Пёрл-Харбор 7 декабря 1941 года?,353,287,458,214
6, Музыку к какому фильму написал не Эннио Морриконе?,"""Крестный отец""","""Спрут""","""Профессионал""","""Однажды в Америке"""
7,На каком языке с 1362 года стали вести судопроизводство в Англии?,Английский,Французский,Испанский,Латинский
8,Как получают галловую кислоту?,Гидролизом танина,Окислением толуола кислородом,Отгонкой с паром цветов дерева иланг-иланг,Ассамблированием коньячных спиртов
9,Какому теннисисту принадлежит рекорд — шесть выигранных турниров серии Masters за сезон?,Н. Джокович,Р. Надаль,Р. Федерер,Э. Маррей
