,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называлась конфета, которую давали во время полёта пассажирам советских авиалайнеров?",«Взлётная»,«Улётная»,«Отлётная»,«Залётная»
1,"Какую краску нужно смешать с синей, чтобы получить зелёную?",желтую,серую,коричневую,красную
2,Какое изобретение было сделано НЕ в Китае?,гамак,фарфор,порох,бумага
3,Кто на работе НЕ имеет дела с полотном?,Программист,Дорожный рабочий,Ткач,Слесарь
4,На что кладут руку члены английского общества лысых во время присяги?,Бильярдный шар,Баскетбольный мяч,Апельсин,Кокосовый орех
5,Какой математический символ ввёл в математику Лейбниц?,интеграл,логарифм,модуль,квадратный корень
6,В какой латиноамериканской стране в XIX веке обнаружили крупнейшие запасы селитры?,Чили,Колумбия,Эквадор,Уругвай
7,Когда была принята первая Конституция в России?,1918 г.,1922 г.,1924 г.,1914 г.
8,Как в Бельгии называют любителей зимнего купания?,полярные медведи,тюлени,моржи,пингвины
9,"На какой улице жил молодой Шерлок Холмс до того, как переселился на Бейкер-стрит?",Монтегю-стрит,Кинг-Эдуард-стрит,Тренидл-стрит,Брикстон-роуд
