,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как, согласно русской поговорке, человек может влюбиться?",По уши,По колено,По пояс,По щиколотку
1,Какую болезнь в России когда-то называли инфлюэнца?,Грипп,Ветрянку,Корь,Ангину
2,"За какой город выступает английская футбольная команда ""Фулхэм""?",Лондон,Манчестер,Ливерпуль,Ипсвич
3,Кто командовал советскими войсками в боях на реке Халхин-Гол?,Жуков,Малиновский,Буденный,Рокоссовский
4,Как называются пышные складки на женских рукавах и юбках?,Буфы,Воланы,Фижмы,Рюши
5,Какая рыба может заползти на дерево?,Анабас,Анчоус,Нототения,Макрурус
6,Чем платили налоги древние ацтеки во времена Монтесумы?,Ванильными стручками,Листьями коки,Лавровым листом,Горстями чёрного перца
7,Под каким флагом Фернан Магеллан отправился в свое кругосветное путешествие?,Под испанским,Под голландским,Под английским,Под португальским
8,"Кто изображён в Летнем саду в обществе И. А. Крылова, А. С. Пушкина и В. А. Жуковского на картине Г. Г. Чернецова?",Гнедич Н. И.,Фонвизин Д. И.,Вяземский П. А.,Дельвиг А. А.
9,"Что в переводе означает древнеегипетское слово «пер-о», откуда впоследствии произошло слово «фараон»?",Большой дом,Великий правитель,Божественный лик,Всевидящее око
