,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой из этих гимнастических снарядов не используется в соревнованиях мужчин?,Бревно,Кольца,Брусья,Конь
1,Какая характеристика рассчитывается по формуле: πr2 (пи х r в квадрате)?,Площадь круга,Объем шара,Диаметр круга,Длина окружности
2,Как зовут главного героя романа Владимира Набокова «Приглашение на казнь»?,Цинциннат Ц.,Оклахом О.,Чикаг Ч.,Альбукерк А.
3,Кто создал первую действующую подводную лодку?,Корнелиус Дреббель,Леонардо да Винчи,Жак Ив Кусто,Жюль Верн
4,Сколько человек находится одновременно на площадке при игре в пляжный волейбол?,Четыре,Шесть,Восемь,Двенадцать
5,За футбольную сборную какой страны выступает Златан Ибрагимович?,Швеция,Босния и Герцеговина,Франция,Хорватия
6,"В какой стране проходил единственный в Европе чемпионат мира по футболу, в котором чемпионом стала не европейская страна?",Швеция,Швейцария,Испания,Великобритания
7,Почему в новогоднюю ночь в Японии 108 раз бьют в колокол? ,Отгоняют 108 человеческих грехов,В честь 108 императора,В память о Хиросиме,Столько дней длится зима
8,"Кто из перечисленных футболистов дважды выигрывал Лигу чемпионов УЕФА как в качестве игрока, так и в роли тренера того же клуба?",Мигель Муньос,Джованни Трапаттони,Йохан Круифф,Хосеп Гвардиола
9,"Кто из апостолов не входит в число двенадцати, призванных Христом в период его земной жизни?",Павел,Петр,Матфей,Иуда
