,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой из этих продуктов дольше не портится?,Мёд,Молоко,Мясо,Яйца
1,Кто из участников судебного процесса в США должен подтверждать свои слова клятвой?,Свидетель,Судья,Адвокат,Прокурор
2,Как называется наука о рыбах?,Ихтиология,Орнитология,Антропология,Энтомология
3,Уксусная кислота по международной номенклатуре,Этановая кислота,Метановая кислота,Пропионовая кислота,Бутаноновая кислота
4,Какой газ выделяется при смешивании карбида кальция и воды?,этин,водород,метан,углекислый газ
5,"Сколько дорожек должно быть в бассейне, где проводятся Олимпийские соревнования по плаванию?",8,6,12,10
6,К группе языков какого типа относятся славянские языки?,флективным,изолирующим,инкорпорирующим,агглютинативным
7,"Какая кинозвезда сыграла главную роль в ненавидимом Штирлицем фильме ""Девушка моей мечты""?",Марика Рёкк,Грета Гарбо,Франческа Гааль,Марлен Дитрих
8,Герой сказки Вениамина Каверина постоянно носил специальный предохранительный пояс. От чего этот герой боялся лопнуть?,От зависти,От гордости,От злости,От обжорства
9,Имя какого мифического змееподобного существа встречается на страницах Библии?,Таннин,Уаджит,Стопан,Калия
