,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как в футболе называют удар, когда мяч по огибающей залетает в ворота?","""Сухой лист""","""Желтый лист""","""Опавший лист""","""Красный лист"""
1,В каком виде спорта разыгрывается кубок Гагарина?,Хоккей,Керлинг,Авиаспорт,Горные лыжи
2,Что в Германии вплоть до 30-х годов прошлого столетия подвешивали к потолку в Новый год?,Ёлку,Снегурочку,Деда мороза,Деньги
3,Что из этого является буквальным переводом слова «бестия» с латинского?,Зверь,Пройдоха,Бесстыжий,Продувной
4,Какая монета образца 1961 года из медно-никелевого сплава была самой маленькой по размеру?,10 копеек,15 копеек,20 копеек,5 копеек
5,"Кто в ноябре 1813 г. дирижировал оперой В. А. Моцарта «Волшебная флейта» в Дрездене, осажденном войсками антинаполеоновской коалиции европейских держав?",Э. Т. Гофман,Ф. Лист,Л. ван Бетховен,А. Алябьев
6,Чьей подругой и невестой во время большей части существования The Beatles была английская актриса Джейн Эшер?,Пола Маккартни,Ринго Старра,Джорджа Харрисона,Джона Леннона
7,"Кто был королём вестготов, когда в 451 году в битве на Каталаунских полях вместе с римлянами гунны были откинуты за Рейн?",Теодорих I,Леовигильд,Сигерик,Аларих I
8,Какое крымское вино является самым титулованным?,Мускат белый Красного камня,"""Чёрный доктор""","Алеатико ""Аю-Даг""","Пино-гри ""Магарач"""
9,"Ключевой момент какого единоборства сформулирован правилом: ""Если партнер тянет, я толкаю, если он толкает, я тяну""?",Дзюдо,Айкидо,Тхэквондо,Джиу-джитсу
